,MONTH,DATE,SYMBOL,IND_CODE,BUY_PRICE,BACK_LOW,BACK_VWAP,CUM_RETURN (%),REALIZED_PCT (%),ACTION
220,2015-02,2015-02-09,601607.SH,35,251.74031969999996,169.2908776,181.488676,-32.75178255046921,-27.90639329596433,X
221,2015-02,2015-02-10,601607.SH,35,251.74031969999996,219.39614100000003,238.8264818,-12.848231359420147,-5.129825017855473,X
222,2015-02,2015-02-11,601607.SH,35,251.74031969999996,192.85696389999998,203.03079340000002,-23.39051442779271,-19.349115929481336,X
223,2015-02,2015-02-12,601607.SH,35,251.74031969999996,223.05048849999997,255.59531980000003,-11.396597586826688,1.5313399556312988,X
224,2015-02,2015-02-13,601607.SH,35,251.74031969999996,200.05575430000002,235.2376528,-20.53090480761789,-6.555432566251704,X
225,2015-02,2015-02-16,601607.SH,35,251.74031969999996,181.74060319999998,224.5848018,-27.806319060617284,-10.78711504472597,X
226,2015-02,2015-02-17,601607.SH,35,251.74031969999996,196.22639850000002,218.4658563,-22.052057956451364,-13.217772758711543,X
227,2015-02,2015-02-25,601607.SH,35,251.74031969999996,192.4949007,215.54949109999998,-23.53433850827035,-14.3762543255402,X
228,2015-02,2015-02-26,601607.SH,35,251.74031969999996,202.840891,229.23660409999997,-19.42455175963613,-8.93925757575019,X
229,2015-02,2015-02-27,601607.SH,35,251.74031969999996,196.06415900000002,209.0771774,-22.11650512176574,-16.947282163954426,X
230,2015-02,2015-02-02,600196.SH,35,379.6853099,358.8026021,379.6853099,-5.500004149620642,0.0,KEEP
231,2015-02,2015-02-03,600196.SH,35,379.6853099,282.82284599999997,335.60547169999995,-25.5112487563744,-11.609571677031596,STOPSELL
232,2015-02,2015-02-04,600196.SH,35,379.6853099,341.47856260000003,370.5488812,-10.062740460004287,-2.406316089080804,X
233,2015-02,2015-02-05,600196.SH,35,379.6853099,300.22152420000003,384.0013671,-20.928854403381795,1.1367459017934445,X
234,2015-02,2015-02-06,600196.SH,35,379.6853099,333.6706892,381.3764658,-12.119146962024713,0.4454098844238726,X
235,2015-02,2015-02-09,600196.SH,35,379.6853099,360.7114064,406.6106985,-4.997270899155218,7.0915012769631565,X
236,2015-02,2015-02-10,600196.SH,35,379.6853099,286.3652744,368.58590319999996,-24.57825811711764,-2.923317392217083,X
237,2015-02,2015-02-11,600196.SH,35,379.6853099,318.2006085,402.1649099,-16.19359501061382,5.920587237341522,X
238,2015-02,2015-02-12,600196.SH,35,379.6853099,337.5789362,429.35663430000005,-11.089808481421052,13.082234973241999,X
239,2015-02,2015-02-13,600196.SH,35,379.6853099,343.6659847,356.6501106,-9.486625966510687,-6.066918761241225,X
240,2015-02,2015-02-16,600196.SH,35,379.6853099,350.6317797,360.4593427,-7.652002709204635,-5.0636584294145255,X
241,2015-02,2015-02-17,600196.SH,35,379.6853099,367.5250802,377.28599160000005,-3.202712715749449,-0.631922868080377,X
242,2015-02,2015-02-25,600196.SH,35,379.6853099,296.7931528,303.0322814,-21.831805165659908,-20.188568401603046,X
243,2015-02,2015-02-26,600196.SH,35,379.6853099,278.1207081,411.53945869999995,-26.749679050461467,8.389618447021187,X
244,2015-02,2015-02-27,600196.SH,35,379.6853099,279.5140043,433.7594768,-26.382718263812393,14.241838040624186,X
245,2015-02,2015-02-02,000729.SZ,30,72.77885313,71.54643661,72.77885313,-1.6933717240619577,0.0,KEEP
246,2015-02,2015-02-03,000729.SZ,30,72.77885313,78.73640614,87.50692216,8.185829748317715,20.23674240056,KEEP
247,2015-02,2015-02-04,000729.SZ,30,72.77885313,59.95719991,99.51207385,-17.61727846562454,36.732126943864074,STOPSELL
248,2015-02,2015-02-05,000729.SZ,30,72.77885313,73.96936712,75.1066338,1.635796579362777,3.1984299970240486,X
249,2015-02,2015-02-06,000729.SZ,30,72.77885313,77.90253429,88.00293585,7.040068563388756,20.918277858550802,X
250,2015-02,2015-02-09,000729.SZ,30,72.77885313,62.84967477,75.30735206,-13.642944252314852,3.474222004410415,X
251,2015-02,2015-02-10,000729.SZ,30,72.77885313,67.88845882,75.74862802,-6.7195264828708146,4.080546425615262,X
252,2015-02,2015-02-11,000729.SZ,30,72.77885313,63.31265325,81.38756403,-13.006800015234047,11.828588291468163,X
253,2015-02,2015-02-12,000729.SZ,30,72.77885313,74.63170467,83.68744834,2.545865262111754,14.988687978518577,X
254,2015-02,2015-02-13,000729.SZ,30,72.77885313,74.19645977,86.47302179,1.9478276711338478,18.816136928592464,X
255,2015-02,2015-02-16,000729.SZ,30,72.77885313,77.54905642,94.65488471,6.554380956621153,30.05822521127711,X
256,2015-02,2015-02-17,000729.SZ,30,72.77885313,74.42486786,86.33447089,2.261666211007528,18.625764459061354,X
257,2015-02,2015-02-25,000729.SZ,30,72.77885313,60.70666494,98.02979101,-16.5874944036783,34.695432524741676,X
258,2015-02,2015-02-26,000729.SZ,30,72.77885313,67.58288950000001,75.2850046,-7.139386520310771,3.4435160245290217,X
259,2015-02,2015-02-27,000729.SZ,30,72.77885313,68.7136167,73.45058505,-5.585738514920727,0.9229767866774836,X
260,2015-02,2015-02-02,000917.SZ,25,234.33547990000002,210.49213160000002,234.33547990000002,-10.17487761997239,0.0,KEEP
261,2015-02,2015-02-03,000917.SZ,25,234.33547990000002,290.78272230000005,321.13651789999994,24.08821849089529,37.04135542643448,KEEP
262,2015-02,2015-02-04,000917.SZ,25,234.33547990000002,151.9437658,214.89772180000003,-35.15972661722405,-8.294842124758418,STOPSELL
263,2015-02,2015-02-05,000917.SZ,25,234.33547990000002,146.45639640000002,282.6734254,-37.50139907857803,20.627668298726093,X
264,2015-02,2015-02-06,000917.SZ,25,234.33547990000002,157.978302,267.920683,-32.58455694911609,14.332103322267747,X
265,2015-02,2015-02-09,000917.SZ,25,234.33547990000002,285.124547,308.52639439999996,21.673656554984177,31.660128688860965,X
266,2015-02,2015-02-10,000917.SZ,25,234.33547990000002,138.3061631,157.1090514,-40.979418413711585,-32.9554997531554,X
267,2015-02,2015-02-11,000917.SZ,25,234.33547990000002,292.45464039999996,293.709552,24.801690518568346,25.337209766671766,X
268,2015-02,2015-02-12,000917.SZ,25,234.33547990000002,224.2099458,280.0349922,-4.320956478430396,19.501746948222138,X
269,2015-02,2015-02-13,000917.SZ,25,234.33547990000002,234.84114879999998,295.96761119999996,0.21578845005278294,26.300810840211113,X
270,2015-02,2015-02-16,000917.SZ,25,234.33547990000002,229.5416676,262.53822290000005,-2.0457048595653196,12.035199711130053,X
271,2015-02,2015-02-17,000917.SZ,25,234.33547990000002,235.84495869999998,243.31629619999998,0.6441529044787014,3.8324611807961895,X
272,2015-02,2015-02-25,000917.SZ,25,234.33547990000002,162.6413565,204.6396012,-30.59465149306228,-12.672378383620103,X
273,2015-02,2015-02-26,000917.SZ,25,234.33547990000002,151.8494493,298.4598297,-35.19997511055517,27.36433673098257,X
274,2015-02,2015-02-27,000917.SZ,25,234.33547990000002,126.54655249999999,132.6783852,-45.997698447540984,-43.38100860500553,X
275,2015-02,2015-02-02,000063.SZ,45,330.27714199999997,266.0061262,330.27714199999997,-19.459722647109498,0.0,KEEP
276,2015-02,2015-02-03,000063.SZ,45,330.27714199999997,272.91348439999996,363.47774350000003,-17.368340192310377,10.052346129360675,STOPSELL
277,2015-02,2015-02-04,000063.SZ,45,330.27714199999997,271.9707921,324.66800930000005,-17.65376481912272,-1.6983108991538745,X
278,2015-02,2015-02-05,000063.SZ,45,330.27714199999997,296.907775,435.90564529999995,-10.103444276503991,31.981778290911816,X
279,2015-02,2015-02-06,000063.SZ,45,330.27714199999997,326.20235510000003,348.92321989999994,-1.2337477777980579,5.645585336934994,X
280,2015-02,2015-02-09,000063.SZ,45,330.27714199999997,328.0370343,390.268502,-0.6782509036002115,18.163945478249307,X
281,2015-02,2015-02-10,000063.SZ,45,330.27714199999997,313.4815943,351.50126780000005,-5.0852891599746215,6.426156430771125,X
282,2015-02,2015-02-11,000063.SZ,45,330.27714199999997,266.4112832,368.3829213,-19.33705082139773,11.537516362546233,X
283,2015-02,2015-02-12,000063.SZ,45,330.27714199999997,283.3155672,304.2037773,-14.218838916802786,-7.894389706206177,X
284,2015-02,2015-02-13,000063.SZ,45,330.27714199999997,311.2592635,348.1546945,-5.75815764446696,5.412894271684123,X
285,2015-02,2015-02-16,000063.SZ,45,330.27714199999997,291.0341416,372.2462638,-11.881839646050944,12.707243845533833,X
286,2015-02,2015-02-17,000063.SZ,45,330.27714199999997,244.64782110000002,253.8958826,-25.92650535288935,-23.12641405865138,X
287,2015-02,2015-02-25,000063.SZ,45,330.27714199999997,292.95862289999997,297.091566,-11.299152849033678,-10.047796768206252,X
288,2015-02,2015-02-26,000063.SZ,45,330.27714199999997,274.12156569999996,322.4238411,-17.002562139162514,-2.37779122480113,X
289,2015-02,2015-02-27,000063.SZ,45,330.27714199999997,239.147173,303.0858361,-27.591969716148256,-8.232875498238378,X
290,2015-02,2015-02-02,000100.SZ,45,19.25749127,12.36997751,19.25749127,-35.7653739183027,0.0,KEEP
291,2015-02,2015-02-03,000100.SZ,45,19.25749127,18.74014748,19.65808642,-2.6864547554329397,2.0802042404353167,KEEP
292,2015-02,2015-02-04,000100.SZ,45,19.25749127,11.66032399,15.05189743,-39.45045163715138,-21.83874203049294,STOPSELL
293,2015-02,2015-02-05,000100.SZ,45,19.25749127,13.71317518,16.36719081,-28.79043802884714,-15.008707102480223,X
294,2015-02,2015-02-06,000100.SZ,45,19.25749127,16.05188548,21.313820899999996,-16.646019697247926,10.6780763972274,X
295,2015-02,2015-02-09,000100.SZ,45,19.25749127,12.16339822,12.35900437,-36.838095630096056,-35.82235506837127,X
296,2015-02,2015-02-10,000100.SZ,45,19.25749127,14.06489619,21.27690687,-26.964026659532784,10.486389798581495,X
297,2015-02,2015-02-11,000100.SZ,45,19.25749127,17.46457044,18.485331,-9.31025129318415,-4.00966179433195,X
298,2015-02,2015-02-12,000100.SZ,45,19.25749127,15.94429689,20.11531399,-17.20470404762125,4.454488427245703,X
299,2015-02,2015-02-13,000100.SZ,45,19.25749127,16.80007061,18.1137753,-12.760855635584564,-5.93907043219965,X
300,2015-02,2015-02-16,000100.SZ,45,19.25749127,13.96730099,14.01599111,-27.470817490340732,-27.217980195402674,X
301,2015-02,2015-02-17,000100.SZ,45,19.25749127,15.60520613,19.05008869,-18.965529251931475,-1.0769968792513445,X
302,2015-02,2015-02-25,000100.SZ,45,19.25749127,13.14587177,15.45775574,-31.736322318997473,-19.731207334983253,X
303,2015-02,2015-02-26,000100.SZ,45,19.25749127,14.85222679,15.64057932,-22.875588612430928,-18.78184390318043,X
304,2015-02,2015-02-27,000100.SZ,45,19.25749127,13.68903708,14.62761754,-28.91578197765943,-24.04193601901085,X
305,2015-02,2015-02-02,002008.SZ,45,305.41955310000003,295.14129610000003,305.41955310000003,-3.3652910875141986,0.0,KEEP
306,2015-02,2015-02-03,002008.SZ,45,305.41955310000003,218.41979320000002,227.4363996,-28.485327483769407,-25.53312409388109,STOPSELL
307,2015-02,2015-02-04,002008.SZ,45,305.41955310000003,362.4988396,371.9533977,18.688812134209083,21.784408995653116,X
308,2015-02,2015-02-05,002008.SZ,45,305.41955310000003,257.6505494,352.83061339999995,-15.64045366943471,15.523256392322942,X
309,2015-02,2015-02-06,002008.SZ,45,305.41955310000003,261.8166257,361.4275374,-14.276403379361783,18.338048016743027,X
310,2015-02,2015-02-09,002008.SZ,45,305.41955310000003,299.7530395,395.45810530000006,-1.8553211614924694,29.480284181582743,X
311,2015-02,2015-02-10,002008.SZ,45,305.41955310000003,400.8012466,409.5063505,31.22972728231655,34.07993900309324,X
312,2015-02,2015-02-11,002008.SZ,45,305.41955310000003,203.4967554,239.83451549999998,-33.37140555196497,-21.473752068036813,X
313,2015-02,2015-02-12,002008.SZ,45,305.41955310000003,343.8981539,358.74039780000004,12.598604250920822,17.458228904729545,X
314,2015-02,2015-02-13,002008.SZ,45,305.41955310000003,312.4943859,384.2070501,2.3164308663903834,25.796481004673428,X
315,2015-02,2015-02-16,002008.SZ,45,305.41955310000003,373.3341806,406.2500894,22.236502807586614,33.01377900549352,X
316,2015-02,2015-02-17,002008.SZ,45,305.41955310000003,246.37044049999997,256.4859201,-19.333769564081013,-16.021774802341575,X
317,2015-02,2015-02-25,002008.SZ,45,305.41955310000003,359.0080201,414.2022313,17.545853386293878,35.61745706712579,X
318,2015-02,2015-02-26,002008.SZ,45,305.41955310000003,234.65313680000003,366.42749489999994,-23.170231107249954,19.975126405880367,X
319,2015-02,2015-02-27,002008.SZ,45,305.41955310000003,283.6415756,295.2214874,-7.130511874224865,-3.339034975491891,X
320,2015-02,2015-02-02,600649.SH,60,102.5971882,97.3715114,102.5971882,-5.093391828451691,0.0,KEEP
321,2015-02,2015-02-03,600649.SH,60,102.5971882,98.34873975,98.9468952,-4.140901446264014,-3.5578879538922927,KEEP
322,2015-02,2015-02-04,600649.SH,60,102.5971882,96.84594552,98.01384389,-5.605653313606116,-4.467319612176273,STOPSELL
323,2015-02,2015-02-05,600649.SH,60,102.5971882,99.0953564,101.38434709999999,-3.413184962899407,-1.1821387323361556,X
324,2015-02,2015-02-06,600649.SH,60,102.5971882,98.65447939,106.049632,-3.8429014275851263,3.3650471914200057,X
325,2015-02,2015-02-09,600649.SH,60,102.5971882,96.89128367,97.34881721,-5.561462872527337,-5.115511528219443,X
326,2015-02,2015-02-10,600649.SH,60,102.5971882,96.75647718,102.5218514,-5.692856814569115,-0.07342969268625854,X
327,2015-02,2015-02-11,600649.SH,60,102.5971882,98.36928478,102.89935340000001,-4.120876501759727,0.29451606355036986,X
328,2015-02,2015-02-12,600649.SH,60,102.5971882,96.2820596,96.62163233,-6.155264789215742,-5.82428814554979,X
329,2015-02,2015-02-13,600649.SH,60,102.5971882,96.93863601,98.72783945,-5.515309229497976,-3.771398434874456,X
330,2015-02,2015-02-16,600649.SH,60,102.5971882,99.78552763,101.4206473,-2.7404850165279684,-1.146757450805076,X
331,2015-02,2015-02-17,600649.SH,60,102.5971882,96.19091927,98.23760832,-6.2440979547234905,-4.249219648692086,X
332,2015-02,2015-02-25,600649.SH,60,102.5971882,98.23248245,98.97848408,-4.254215760271682,-3.527098728033176,X
333,2015-02,2015-02-26,600649.SH,60,102.5971882,98.36484248,100.5553316,-4.1252063475166585,-1.9901681866950058,X
334,2015-02,2015-02-27,600649.SH,60,102.5971882,99.18841965,104.3596257,-3.322477554994051,1.7178224188408995,X
335,2015-02,2015-02-02,000651.SZ,25,3066.1214210000003,2724.295355,3066.1214210000003,-11.148484324815657,0.0,KEEP
336,2015-02,2015-02-03,000651.SZ,25,3066.1214210000003,2550.007352,2734.0486969999997,-16.8327994274823,-10.830384006504762,STOPSELL
337,2015-02,2015-02-04,000651.SZ,25,3066.1214210000003,2976.310736,3465.7962829999997,-2.9291300854846467,13.035193559609503,X
338,2015-02,2015-02-05,000651.SZ,25,3066.1214210000003,2940.460236,3016.866623,-4.098376017966589,-1.6064203349108135,X
339,2015-02,2015-02-06,000651.SZ,25,3066.1214210000003,2965.3552059999997,3107.572965,-3.286439157622667,1.3519211508094922,X
340,2015-02,2015-02-09,000651.SZ,25,3066.1214210000003,3646.7399119999995,3880.654195,18.936578539366305,26.565574618840245,X
341,2015-02,2015-02-10,000651.SZ,25,3066.1214210000003,2550.213807,3208.1549370000002,-16.82606600203522,4.632351316135304,X
342,2015-02,2015-02-11,000651.SZ,25,3066.1214210000003,2632.874493,2712.181246,-14.130129519094488,-11.543579865293278,X
343,2015-02,2015-02-12,000651.SZ,25,3066.1214210000003,3078.2855329999998,3159.808216,0.3967263630424725,3.0555474534809566,X
344,2015-02,2015-02-13,000651.SZ,25,3066.1214210000003,2996.8548260000002,3228.465672,-2.259094976656505,5.294775669616233,X
345,2015-02,2015-02-16,000651.SZ,25,3066.1214210000003,2919.148574,3228.587173,-4.793445099511617,5.298738363303702,X
346,2015-02,2015-02-17,000651.SZ,25,3066.1214210000003,2655.953444,2774.926815,-13.377421200306733,-9.497164854776978,X
347,2015-02,2015-02-25,000651.SZ,25,3066.1214210000003,2544.756359,2813.19495,-17.00405790942094,-8.249068979059201,X
348,2015-02,2015-02-26,000651.SZ,25,3066.1214210000003,2556.9488929999998,2580.891581,-16.606404577217834,-15.825525912856547,X
349,2015-02,2015-02-27,000651.SZ,25,3066.1214210000003,3173.5551609999998,3347.7611699999998,3.5038971145819957,9.185538024392526,X
350,2015-03,2015-03-02,000413.SZ,45,56.36460154,33.56058651,56.36460154,-40.45804353609558,0.0,KEEP
351,2015-03,2015-03-03,000413.SZ,45,56.36460154,47.31328909,53.22388839999999,-16.058505165829306,-5.572137572499567,STOPSELL
352,2015-03,2015-03-04,000413.SZ,45,56.36460154,41.72130486,45.57720266,-25.97959761963041,-19.13860576543695,X
353,2015-03,2015-03-05,000413.SZ,45,56.36460154,45.36928732,48.73709965,-19.50748150361182,-13.532432912857606,X
354,2015-03,2015-03-06,000413.SZ,45,56.36460154,47.50846754,49.67424544,-15.712226748760235,-11.86978336971315,X
355,2015-03,2015-03-09,000413.SZ,45,56.36460154,38.49423938,48.97772769,-31.704938333180664,-13.105519507235035,X
356,2015-03,2015-03-10,000413.SZ,45,56.36460154,40.65481533,40.90656197,-27.87172406222248,-27.425084446006366,X
357,2015-03,2015-03-11,000413.SZ,45,56.36460154,38.90466217,44.29818996,-30.97678133608252,-21.407782988471737,X
358,2015-03,2015-03-12,000413.SZ,45,56.36460154,49.62865426,60.12484192,-11.950669562029525,6.671279982936608,X
359,2015-03,2015-03-13,000413.SZ,45,56.36460154,37.65402455,42.08788827,-33.195616537308,-25.329218835811893,X
360,2015-03,2015-03-16,000413.SZ,45,56.36460154,45.10973112,45.35202486,-19.96797655353389,-19.538107924323317,X
361,2015-03,2015-03-17,000413.SZ,45,56.36460154,36.770793,48.96279941,-34.76261342164365,-13.132004711764347,X
362,2015-03,2015-03-18,000413.SZ,45,56.36460154,39.57266435,48.11436674,-29.791636472553346,-14.637262704935642,X
363,2015-03,2015-03-19,000413.SZ,45,56.36460154,36.90607096,48.66790372,-34.522608247644506,-13.655197783200729,X
364,2015-03,2015-03-20,000413.SZ,45,56.36460154,40.51090857,60.158130500000006,-28.127038135360877,6.730339355469173,X
365,2015-03,2015-03-23,000413.SZ,45,56.36460154,51.18482794,51.32196243,-9.189763536825678,-8.946464575681276,X
366,2015-03,2015-03-24,000413.SZ,45,56.36460154,46.65871693,49.39329069,-17.219822982536435,-12.36824293888196,X
367,2015-03,2015-03-25,000413.SZ,45,56.36460154,37.07178896,55.16747535,-34.2285974758618,-2.1238971930821635,X
368,2015-03,2015-03-26,000413.SZ,45,56.36460154,51.41797588,51.58683127,-8.776121049111921,-8.47654403554931,X
369,2015-03,2015-03-27,000413.SZ,45,56.36460154,44.3706265,51.55622745,-21.279268747226563,-8.53084020577643,X
370,2015-03,2015-03-30,000413.SZ,45,56.36460154,40.194779100000005,59.76895688,-28.687903397178875,6.039881853123795,X
371,2015-03,2015-03-31,000413.SZ,45,56.36460154,39.20826763,54.41203556,-30.438135711515223,-3.4641706437227886,X
372,2015-03,2015-03-02,002456.SZ,45,343.1421631,237.17908930000002,343.1421631,-30.880225514321236,0.0,KEEP
373,2015-03,2015-03-03,002456.SZ,45,343.1421631,244.00361980000002,264.9511586,-28.891390788111508,-22.78676680056168,STOPSELL
374,2015-03,2015-03-04,002456.SZ,45,343.1421631,267.93642819999997,352.3535159,-21.916786389809886,2.684412989876611,X
375,2015-03,2015-03-05,002456.SZ,45,343.1421631,169.04861599999998,191.1815786,-50.73510801680903,-44.28502260613045,X
376,2015-03,2015-03-06,002456.SZ,45,343.1421631,151.68569399999998,367.57876139999996,-55.79508719370197,7.121421069109054,X
377,2015-03,2015-03-09,002456.SZ,45,343.1421631,202.84575890000002,252.8162222,-40.88579582658695,-26.32318339547123,X
378,2015-03,2015-03-10,002456.SZ,45,343.1421631,206.4791269,417.783315,-39.82694372657814,21.75225312613296,X
379,2015-03,2015-03-11,002456.SZ,45,343.1421631,204.05203459999998,403.2635935,-40.534257650950856,17.520851957350153,X
380,2015-03,2015-03-12,002456.SZ,45,343.1421631,172.2338506,290.4019951,-49.80685292532621,-15.369771969593318,X
381,2015-03,2015-03-13,002456.SZ,45,343.1421631,158.1748072,266.0762436,-53.90400125387564,-22.458889576196185,X
382,2015-03,2015-03-16,002456.SZ,45,343.1421631,337.09069569999997,360.05990810000003,-1.763545273868455,4.930243735471755,X
383,2015-03,2015-03-17,002456.SZ,45,343.1421631,175.7027273,259.94976569999994,-48.79593760420636,-24.244294740240292,X
384,2015-03,2015-03-18,002456.SZ,45,343.1421631,163.7399816,259.6786497,-52.28217362717908,-24.323304558663843,X
385,2015-03,2015-03-19,002456.SZ,45,343.1421631,197.7556172,321.0848581,-42.36918733231592,-6.428036939771796,X
386,2015-03,2015-03-20,002456.SZ,45,343.1421631,211.8565434,299.2278684,-38.25983333378364,-12.797697112844256,X
387,2015-03,2015-03-23,002456.SZ,45,343.1421631,228.7585102,245.86975619999998,-33.334187750826125,-28.347553101963886,X
388,2015-03,2015-03-24,002456.SZ,45,343.1421631,229.8878048,253.2806971,-33.005083746294076,-26.187824075064825,X
389,2015-03,2015-03-25,002456.SZ,45,343.1421631,180.67789319999997,296.3045292,-47.3460528523433,-13.649629493753112,X
390,2015-03,2015-03-26,002456.SZ,45,343.1421631,325.49021610000005,327.9375525,-5.14420811494848,-4.430994565820531,X
391,2015-03,2015-03-27,002456.SZ,45,343.1421631,190.3658437,278.8386776,-44.52274766230848,-18.73960486786942,X
392,2015-03,2015-03-30,002456.SZ,45,343.1421631,224.71850759999998,272.08268030000005,-34.51154309634881,-20.708467347188545,X
393,2015-03,2015-03-31,002456.SZ,45,343.1421631,199.88417769999998,207.7746688,-41.7488728595125,-39.44939120190561,X
394,2015-03,2015-03-02,000069.SZ,25,318.7133271,317.1805445,318.7133271,-0.4809283044254658,0.0,KEEP
395,2015-03,2015-03-03,000069.SZ,25,318.7133271,281.003813,374.33003360000004,-11.83179707077898,17.450386215744796,STOPSELL
396,2015-03,2015-03-04,000069.SZ,25,318.7133271,316.0657378,415.5872318,-0.8307118262328833,30.395310287606726,X
397,2015-03,2015-03-05,000069.SZ,25,318.7133271,288.9882744,292.89381119999996,-9.326579773262326,-8.101172340339218,X
398,2015-03,2015-03-06,000069.SZ,25,318.7133271,351.58281780000004,415.1446159,10.313183637183407,30.256434419431592,X
399,2015-03,2015-03-09,000069.SZ,25,318.7133271,288.80041719999997,415.9777985,-9.385522146871041,30.517855116074934,X
400,2015-03,2015-03-10,000069.SZ,25,318.7133271,345.51928189999995,391.6629377,8.410678977220572,22.888785751061857,X
401,2015-03,2015-03-11,000069.SZ,25,318.7133271,339.8050667,450.62490460000004,6.617777735219151,41.38878618609231,X
402,2015-03,2015-03-12,000069.SZ,25,318.7133271,342.92799239999994,385.0689981,7.597631865705537,20.819860783286327,X
403,2015-03,2015-03-13,000069.SZ,25,318.7133271,325.5527751,354.9656589,2.14595607351369,11.3745892366231,X
404,2015-03,2015-03-16,000069.SZ,25,318.7133271,297.6519531,407.7208139,-6.608250176307108,27.927130506241067,X
405,2015-03,2015-03-17,000069.SZ,25,318.7133271,301.53465960000005,302.079072,-5.3900060145931565,-5.2191903148062675,X
406,2015-03,2015-03-18,000069.SZ,25,318.7133271,319.43898110000003,368.7965165,0.22768235222631203,15.714181096759031,X
407,2015-03,2015-03-19,000069.SZ,25,318.7133271,306.92308439999994,395.82344689999996,-3.699325286231521,24.194193729403025,X
408,2015-03,2015-03-20,000069.SZ,25,318.7133271,352.41592860000003,392.4308319,10.574581805744645,23.129721455566948,X
409,2015-03,2015-03-23,000069.SZ,25,318.7133271,279.3717103,304.86009210000003,-12.343888207616779,-4.346613028721378,X
410,2015-03,2015-03-24,000069.SZ,25,318.7133271,301.0349244,389.9923097,-5.546803725108485,22.364606854872875,X
411,2015-03,2015-03-25,000069.SZ,25,318.7133271,299.5388284,426.31423689999997,-6.016221183616772,33.761032454798766,X
412,2015-03,2015-03-26,000069.SZ,25,318.7133271,281.461115,424.4344844,-11.68831326852915,33.171238323155755,X
413,2015-03,2015-03-27,000069.SZ,25,318.7133271,280.7504502,302.347836,-11.911292585543098,-5.134862495055056,X
414,2015-03,2015-03-30,000069.SZ,25,318.7133271,265.42561090000004,364.740974,-16.719638518059316,14.441707637019604,X
415,2015-03,2015-03-31,000069.SZ,25,318.7133271,293.72875669999996,326.2506858,-7.839198513390327,2.3649336438432136,X
416,2015-03,2015-03-02,002008.SZ,45,381.6716579,227.5110696,381.6716579,-40.39089230471257,0.0,KEEP
417,2015-03,2015-03-03,002008.SZ,45,381.6716579,322.819265,368.17625319999996,-15.419639284670092,-3.535867655003065,STOPSELL
418,2015-03,2015-03-04,002008.SZ,45,381.6716579,289.50822939999995,329.09085939999994,-24.14730740215124,-13.7764482668966,X
419,2015-03,2015-03-05,002008.SZ,45,381.6716579,228.0720966,375.3935096,-40.24390025319718,-1.6449081743567413,X
420,2015-03,2015-03-06,002008.SZ,45,381.6716579,232.91146170000002,254.82008480000002,-38.975960913235,-33.23578538630599,X
421,2015-03,2015-03-09,002008.SZ,45,381.6716579,261.0631008,309.2086905,-31.600082061005462,-18.985682038509054,X
422,2015-03,2015-03-10,002008.SZ,45,381.6716579,244.35946580000004,346.08173539999996,-35.97652308151644,-9.324748579923323,X
423,2015-03,2015-03-11,002008.SZ,45,381.6716579,314.7745654,326.9115877,-17.527393275171466,-14.347429018255125,X
424,2015-03,2015-03-12,002008.SZ,45,381.6716579,312.6256621,380.802101,-18.090417344557043,-0.22782852276336668,X
425,2015-03,2015-03-13,002008.SZ,45,381.6716579,278.38575310000004,411.28532210000003,-27.06145522260954,7.758937187774878,X
426,2015-03,2015-03-16,002008.SZ,45,381.6716579,270.7475796,336.8377075,-29.062697217371774,-11.74673295017015,X
427,2015-03,2015-03-17,002008.SZ,45,381.6716579,332.2398288,374.2422704,-12.951401571701563,-1.9465389546809257,X
428,2015-03,2015-03-18,002008.SZ,45,381.6716579,248.518148,270.8247044,-34.88692627391446,-29.04249011045052,X
429,2015-03,2015-03-19,002008.SZ,45,381.6716579,202.6252772,299.3776305,-46.91110198884904,-21.56147193448707,X
430,2015-03,2015-03-20,002008.SZ,45,381.6716579,213.2379995,260.1253098,-44.13051242178703,-31.845788280104827,X
431,2015-03,2015-03-23,002008.SZ,45,381.6716579,201.6349496,308.04217850000003,-47.17057307597374,-19.29131437348992,X
432,2015-03,2015-03-24,002008.SZ,45,381.6716579,198.633198,356.3965472,-47.95704792624583,-6.622213144949379,X
433,2015-03,2015-03-25,002008.SZ,45,381.6716579,217.71720219999997,330.8060068,-42.95693754209985,-13.327070545365752,X
434,2015-03,2015-03-26,002008.SZ,45,381.6716579,262.3974355,327.40234300000003,-31.25047928794611,-14.218848525089811,X
435,2015-03,2015-03-27,002008.SZ,45,381.6716579,267.980612,309.2121087,-29.787657413584444,-18.984786451967782,X
436,2015-03,2015-03-30,002008.SZ,45,381.6716579,324.69998639999994,332.7798714,-14.92688029639522,-12.809907544355816,X
437,2015-03,2015-03-31,002008.SZ,45,381.6716579,252.0453731,336.6957799,-33.96277457781861,-11.783918734616638,X
438,2015-03,2015-03-02,002500.SZ,4020,25.5293353,19.87678456,25.5293353,-22.141394100456658,0.0,KEEP
439,2015-03,2015-03-03,002500.SZ,4020,25.5293353,16.2449263,20.76425448,-36.367609618100786,-18.665119024857642,STOPSELL
440,2015-03,2015-03-04,002500.SZ,4020,25.5293353,13.07932601,23.35483254,-48.767463561810786,-8.517663050945158,X
441,2015-03,2015-03-05,002500.SZ,4020,25.5293353,23.956209100000002,24.81379737,-6.162033525408699,-2.8028067381762187,X
